Gene Name	Gene Start (bp)	Gene End (bp)	Chromosome Name	Strand
evm.TU.scaffold_1455.16	2476866	2494334	chr10	-1
evm.TU.scaffold_1455.17	2495866	2501895	chr10	-1
evm.TU.scaffold_1455.18	2504289	2511908	chr10	-1
evm.TU.scaffold_1455.19	2520067	2521242	chr10	-1
evm.TU.scaffold_1455.20	2521396	2528950	chr10	-1
evm.TU.scaffold_1455.21	2538371	2544052	chr10	1
evm.TU.scaffold_1455.22	2553122	2555165	chr10	-1
evm.TU.scaffold_1455.2	2298653	2334209	chr10	1
evm.TU.scaffold_1455.23	2569975	2583821	chr10	1
evm.TU.scaffold_1455.24	2599718	2605167	chr10	-1
evm.TU.scaffold_1455.25	2607901	2613179	chr10	-1
evm.TU.scaffold_1455.26	2618135	2620159	chr10	-1
evm.TU.scaffold_1455.27	2631663	2637483	chr10	-1
evm.TU.scaffold_1455.28	2638811	2654209	chr10	-1
evm.TU.scaffold_1455.32	2719598	2720139	chr10	-1
evm.TU.scaffold_1455.3	2354806	2355108	chr10	-1
evm.TU.scaffold_1455.4	2355117	2356010	chr10	-1
evm.TU.scaffold_1455.5	2364720	2365034	chr10	-1
evm.TU.scaffold_1455.6	2365348	2367299	chr10	-1
evm.TU.scaffold_1455.7	2370791	2374161	chr10	-1
evm.TU.scaffold_1455.9	2385463	2391147	chr10	1
evm.TU.scaffold_1457.12	42214193	42237655	chr6	-1
evm.TU.scaffold_1457.14	42198722	42201365	chr6	-1
evm.TU.scaffold_1457.15	42189025	42190071	chr6	1
evm.TU.scaffold_1457.17	42124137	42140878	chr6	-1
evm.TU.scaffold_1457.22	42051919	42052509	chr6	-1
evm.TU.scaffold_1457.23	42051271	42051886	chr6	-1
evm.TU.scaffold_1457.24	41849182	41897733	chr6	-1
evm.TU.scaffold_1457.25	41848649	41849065	chr6	-1
evm.TU.scaffold_1457.26	41766103	41773997	chr6	-1
evm.TU.scaffold_1457.27	41749197	41766023	chr6	-1
evm.TU.scaffold_1457.28	41747478	41748979	chr6	1
evm.TU.scaffold_1457.4	42393024	42396968	chr6	-1
evm.TU.scaffold_1457.5	42379945	42380226	chr6	-1
evm.TU.scaffold_1457.6	42359494	42361194	chr6	-1
evm.TU.scaffold_1457.8	42295277	42295558	chr6	-1
evm.TU.scaffold_1458.4	67127363	67185353	chr3	1
evm.TU.scaffold_145.8	49203783	49204253	chr10	-1
evm.TU.scaffold_1458.6	67092987	67126098	chr3	-1
evm.TU.scaffold_1459.10	65205450	65208710	chr2	1
evm.TU.scaffold_1459.11	65239347	65241243	chr2	-1
evm.TU.scaffold_1459.12	65265797	65266980	chr2	1
evm.TU.scaffold_1459.1	65079524	65096577	chr2	1
evm.TU.scaffold_1459.2	65119617	65119964	chr2	-1
evm.TU.scaffold_1459.3	65135467	65140827	chr2	1
evm.TU.scaffold_1459.4	65140859	65141083	chr2	1
evm.TU.scaffold_145.9	49201149	49201879	chr10	-1
evm.TU.scaffold_1459.5	65145045	65146062	chr2	-1
evm.TU.scaffold_1459.7	65173540	65173818	chr2	-1
evm.TU.scaffold_1459.9	65197872	65199879	chr2	1
evm.TU.scaffold_1461.1	154366201	154366773	chr2	-1
evm.TU.scaffold_1461.2	154397150	154399967	chr2	-1
evm.TU.scaffold_146.1	84534889	84538566	chr6	1
evm.TU.scaffold_146.18	85176424	85206486	chr6	1
evm.TU.scaffold_146.19	85216656	85277335	chr6	1
evm.TU.scaffold_146.21	85318559	85329441	chr6	1
evm.TU.scaffold_146.22	85378843	85379971	chr6	1
evm.TU.scaffold_146.24	85428952	85432615	chr6	1
evm.TU.scaffold_146.25	85439669	85469518	chr6	-1
evm.TU.scaffold_146.27	85492638	85514349	chr6	-1
evm.TU.scaffold_146.2	84541767	84575447	chr6	-1
evm.TU.scaffold_146.28	85513905	85530900	chr6	1
evm.TU.scaffold_1463.1	883	1688	original_scaffold_1463	1
evm.TU.scaffold_1463.2	157580	157909	original_scaffold_1463	1
evm.TU.scaffold_1463.3	157934	158419	original_scaffold_1463	1
evm.TU.scaffold_146.35	85753553	85755260	chr6	-1
evm.TU.scaffold_146.36	85857918	85858530	chr6	1
evm.TU.scaffold_146.37	85864325	85879405	chr6	1
evm.TU.scaffold_146.38	85881213	85896696	chr6	-1
evm.TU.scaffold_146.40	85927831	85930249	chr6	1
evm.TU.scaffold_146.42	85934213	85943181	chr6	1
evm.TU.scaffold_146.44	85978608	85992020	chr6	1
evm.TU.scaffold_146.4	84618277	84641804	chr6	1
evm.TU.scaffold_146.48	86054529	86057086	chr6	1
evm.TU.scaffold_146.49	86059472	86067350	chr6	-1
evm.TU.scaffold_146.52	86073972	86075086	chr6	-1
evm.TU.scaffold_146.54	86080981	86090708	chr6	-1
evm.TU.scaffold_146.56	86123806	86261667	chr6	-1
evm.TU.scaffold_146.5	84669826	84670281	chr6	-1
evm.TU.scaffold_146.58	86338882	86369370	chr6	-1
evm.TU.scaffold_1466.1	34888046	34888236	chr5	1
evm.TU.scaffold_146.61	86430628	86461402	chr6	1
evm.TU.scaffold_1466.2	34813368	34813853	chr5	1
evm.TU.scaffold_1466.3	34795552	34796228	chr5	1
evm.TU.scaffold_146.63	86591601	86599987	chr6	-1
evm.TU.scaffold_146.64	86624406	86649391	chr6	-1
evm.TU.scaffold_146.68	86821592	86826170	chr6	-1
evm.TU.scaffold_146.69	86827407	86827784	chr6	-1
evm.TU.scaffold_146.70	86836209	86836427	chr6	-1
evm.TU.scaffold_1467.10	62956031	62958026	chr7	-1
evm.TU.scaffold_1467.11	62953103	62955782	chr7	-1
evm.TU.scaffold_1467.12	62949122	62952595	chr7	-1
evm.TU.scaffold_1467.13	62933941	62934384	chr7	-1
evm.TU.scaffold_1467.14	62926329	62927062	chr7	-1
evm.TU.scaffold_1467.15	62925468	62925987	chr7	1
evm.TU.scaffold_1467.1	63136803	63137003	chr7	1
evm.TU.scaffold_146.71	86876338	86881855	chr6	1
evm.TU.scaffold_1467.2	63051271	63065804	chr7	-1
evm.TU.scaffold_146.72	86995431	87000903	chr6	-1
evm.TU.scaffold_1467.3	63049023	63050716	chr7	1
evm.TU.scaffold_1467.4	63042539	63048550	chr7	-1
evm.TU.scaffold_1467.5	63018963	63033704	chr7	-1
evm.TU.scaffold_1467.6	63016086	63016289	chr7	-1
evm.TU.scaffold_1467.7	63014687	63015428	chr7	1
evm.TU.scaffold_1467.8	63008771	63009214	chr7	1
evm.TU.scaffold_1467.9	63004429	63005483	chr7	1
evm.TU.scaffold_146.8	84696533	84744396	chr6	1
evm.TU.scaffold_1469.1	43702794	43703051	chr8	-1
evm.TU.scaffold_1469.2	43703606	43704561	chr8	-1
evm.TU.scaffold_1469.3	43705000	43715442	chr8	-1
evm.TU.scaffold_1469.5	43791609	43847876	chr8	1
evm.TU.scaffold_1469.6	43873281	43884233	chr8	1
evm.TU.scaffold_1469.7	43885159	43885973	chr8	1
evm.TU.scaffold_1470.5	24524878	24538347	chr12	1
evm.TU.scaffold_1470.7	24393306	24408668	chr12	-1
evm.TU.scaffold_1471.1	2310	4061	original_scaffold_1471	-1
evm.TU.scaffold_1474.2	58224	70282	original_scaffold_1474	-1
evm.TU.scaffold_1474.4	107722	118043	original_scaffold_1474	1
evm.TU.scaffold_1475.1	26790567	26800971	chr2	-1
evm.TU.scaffold_1475.2	26767073	26773417	chr2	-1
evm.TU.scaffold_1475.3	26755396	26756926	chr2	-1
evm.TU.scaffold_1475.4	26754947	26755282	chr2	-1
evm.TU.scaffold_1475.5	26749197	26754597	chr2	-1
evm.TU.scaffold_1476.10	34277280	34277727	chr3	1
evm.TU.scaffold_1476.11	34387372	34388345	chr3	1
evm.TU.scaffold_1476.12	34535458	34535704	chr3	1
evm.TU.scaffold_1476.1	33745335	33770028	chr3	1
evm.TU.scaffold_1476.14	34582183	34583481	chr3	-1
evm.TU.scaffold_1476.15	34705451	34768002	chr3	1
evm.TU.scaffold_1476.16	34770841	34771990	chr3	-1
evm.TU.scaffold_1476.17	34788874	34795574	chr3	-1
evm.TU.scaffold_1476.2	33771128	33792128	chr3	1
evm.TU.scaffold_1476.3	33793903	33794754	chr3	1
evm.TU.scaffold_1476.4	33800989	33807410	chr3	1
evm.TU.scaffold_1476.5	33808881	33819359	chr3	-1
evm.TU.scaffold_1476.6	33824292	33826589	chr3	-1
evm.TU.scaffold_1476.8	34083740	34091369	chr3	-1
evm.TU.scaffold_1476.9	34194206	34239916	chr3	-1
evm.TU.scaffold_1477.1	68809176	68809417	chr3	-1
evm.TU.scaffold_1477.2	68601394	68601732	chr3	1
evm.TU.scaffold_1477.3	68590234	68598162	chr3	1
evm.TU.scaffold_1477.4	68581672	68590024	chr3	1
evm.TU.scaffold_1477.5	68570427	68573253	chr3	1
evm.TU.scaffold_1479.1	30933461	30934902	chr7	-1
evm.TU.scaffold_1479.2	31119979	31162864	chr7	-1
evm.TU.scaffold_1479.3	31357408	31359140	chr7	1
evm.TU.scaffold_1481.10	250450	250677	original_scaffold_1481	-1
evm.TU.scaffold_1481.11	259664	261278	original_scaffold_1481	1
evm.TU.scaffold_1481.12	280355	286367	original_scaffold_1481	1
evm.TU.scaffold_1481.13	291303	292727	original_scaffold_1481	1
evm.TU.scaffold_1481.8	195683	227727	original_scaffold_1481	1
evm.TU.scaffold_1481.9	248474	250387	original_scaffold_1481	-1
evm.TU.scaffold_1482.13	134863198	134866457	chr3	1
evm.TU.scaffold_1482.2	134533447	134556359	chr3	1
evm.TU.scaffold_1482.4	134584282	134597007	chr3	1
evm.TU.scaffold_1482.5	134639233	134653579	chr3	1
evm.TU.scaffold_1482.8	134772259	134772735	chr3	1
evm.TU.scaffold_1483.11	24538895	24539517	chr7	-1
evm.TU.scaffold_1483.1	24750731	24799436	chr7	1
evm.TU.scaffold_1483.13	24490814	24491738	chr7	1
evm.TU.scaffold_1483.4	24665768	24666675	chr7	1
evm.TU.scaffold_1483.7	24554420	24557769	chr7	1
evm.TU.scaffold_1486.11	363461	415121	original_scaffold_1486	-1
evm.TU.scaffold_1486.1	8418	38297	original_scaffold_1486	1
evm.TU.scaffold_1486.3	58115	90699	original_scaffold_1486	-1
evm.TU.scaffold_1486.5	167214	167799	original_scaffold_1486	1
evm.TU.scaffold_1486.6	219219	241835	original_scaffold_1486	1
evm.TU.scaffold_1486.7	235412	261431	original_scaffold_1486	-1
evm.TU.scaffold_1489.2	62836	71836	original_scaffold_1489	1
evm.TU.scaffold_1490.12	51741156	51742153	chr3	-1
evm.TU.scaffold_1490.13	51724096	51725585	chr3	1
evm.TU.scaffold_1490.1	52106528	52141046	chr3	1
evm.TU.scaffold_1490.3	52077594	52082701	chr3	-1
evm.TU.scaffold_1490.4	52040393	52040743	chr3	-1
evm.TU.scaffold_1490.6	51975206	51989738	chr3	-1
evm.TU.scaffold_1490.7	51871142	51942476	chr3	1
evm.TU.scaffold_1490.8	51835877	51836800	chr3	1
evm.TU.scaffold_149.100	89708576	89710306	chr5	1
evm.TU.scaffold_149.101	89711256	89713857	chr5	-1
evm.TU.scaffold_149.102	89728562	89730690	chr5	1
evm.TU.scaffold_149.103	89740754	89741041	chr5	1
evm.TU.scaffold_149.104	89749501	89750426	chr5	1
evm.TU.scaffold_149.105	89750795	89756858	chr5	1
evm.TU.scaffold_149.10	88001310	88008892	chr5	1
evm.TU.scaffold_1491.10	213252	213605	original_scaffold_1491	1
evm.TU.scaffold_149.110	89801079	89802337	chr5	-1
evm.TU.scaffold_1491.12	243980	301881	original_scaffold_1491	1
evm.TU.scaffold_149.112	89815245	89821788	chr5	-1
evm.TU.scaffold_149.113	89825599	89847667	chr5	-1
evm.TU.scaffold_149.115	89884703	89886970	chr5	-1
evm.TU.scaffold_149.116_evm.TU.scaffold_149.117	89890657	89941998	chr5	-1
evm.TU.scaffold_149.118	89954496	89976822	chr5	-1
evm.TU.scaffold_149.120	89984513	89989029	chr5	1
evm.TU.scaffold_149.121	89993406	90003119	chr5	1
evm.TU.scaffold_149.122	90006199	90018527	chr5	1
evm.TU.scaffold_149.123	90019783	90019965	chr5	-1
evm.TU.scaffold_149.124	90020982	90026734	chr5	-1
evm.TU.scaffold_149.125	90068956	90094845	chr5	1
evm.TU.scaffold_149.126	90096901	90105262	chr5	-1
evm.TU.scaffold_149.127	90115555	90127775	chr5	1
evm.TU.scaffold_149.12	88070274	88077885	chr5	-1
evm.TU.scaffold_149.128	90137124	90137655	chr5	1
evm.TU.scaffold_149.129	90140122	90146236	chr5	1
evm.TU.scaffold_149.130	90148141	90158990	chr5	-1
evm.TU.scaffold_149.131	90169055	90174173	chr5	-1
evm.TU.scaffold_149.132	90178741	90179148	chr5	1
evm.TU.scaffold_149.133	90187517	90194973	chr5	1
evm.TU.scaffold_149.134	90202968	90208195	chr5	1
evm.TU.scaffold_149.136	90230358	90231632	chr5	-1
evm.TU.scaffold_149.137	90234922	90240367	chr5	-1
evm.TU.scaffold_149.13	88085323	88085625	chr5	-1
evm.TU.scaffold_149.138	90240384	90240977	chr5	-1
evm.TU.scaffold_149.139	90250340	90254324	chr5	-1
evm.TU.scaffold_149.140	90258169	90280278	chr5	-1
evm.TU.scaffold_149.141	90288492	90301846	chr5	1
evm.TU.scaffold_149.142	90308608	90320449	chr5	-1
evm.TU.scaffold_149.143	90333036	90343341	chr5	-1
evm.TU.scaffold_149.14	88091004	88094337	chr5	-1
evm.TU.scaffold_149.1	87737977	87748726	chr5	1
evm.TU.scaffold_1491.9	201239	213242	original_scaffold_1491	1
evm.TU.scaffold_149.20	88328121	88334235	chr5	-1
evm.TU.scaffold_1492.11	31178950	31214781	chr1	-1
evm.TU.scaffold_1492.1	30974438	30985554	chr1	1
evm.TU.scaffold_149.21	88334241	88340901	chr5	-1
evm.TU.scaffold_1492.20	31416418	31416897	chr1	1
evm.TU.scaffold_1492.21	31422746	31425439	chr1	1
evm.TU.scaffold_1492.2	30991235	31003768	chr1	1
evm.TU.scaffold_1492.31	31681703	31696821	chr1	1
evm.TU.scaffold_1492.3	31006439	31012977	chr1	-1
evm.TU.scaffold_1492.4	31025938	31041520	chr1	-1
evm.TU.scaffold_149.24	88430522	88435547	chr5	1
evm.TU.scaffold_1492.5	31043192	31043770	chr1	-1
evm.TU.scaffold_1492.7	31095667	31097757	chr1	-1
evm.TU.scaffold_1492.8	31115025	31123381	chr1	1
evm.TU.scaffold_149.2	87750543	87767333	chr5	-1
evm.TU.scaffold_1492.9	31132070	31150254	chr1	1
evm.TU.scaffold_149.31	88545316	88546836	chr5	1
evm.TU.scaffold_1493.3	66673135	66683094	chr6	1
evm.TU.scaffold_149.33	88567298	88570588	chr5	1
evm.TU.scaffold_1493.4	66688367	66766377	chr6	-1
evm.TU.scaffold_149.37	88594179	88595000	chr5	-1
evm.TU.scaffold_149.38	88601527	88604421	chr5	-1
evm.TU.scaffold_149.42	88890630	88900575	chr5	1
evm.TU.scaffold_149.43	88902911	88910943	chr5	-1
evm.TU.scaffold_149.44	88911011	88913023	chr5	-1
evm.TU.scaffold_149.45	88938411	88946517	chr5	-1
evm.TU.scaffold_149.46	88952889	88959212	chr5	-1
evm.TU.scaffold_149.47_evm.TU.scaffold_149.48	88961497	89009429	chr5	-1
evm.TU.scaffold_149.4	87849314	87872996	chr5	1
evm.TU.scaffold_149.49	89011484	89012576	chr5	1
evm.TU.scaffold_149.50	89017703	89023836	chr5	-1
evm.TU.scaffold_1495.13	46541858	46544645	chr8	-1
evm.TU.scaffold_1495.14	46547706	46576421	chr8	-1
evm.TU.scaffold_1495.1	46055150	46082479	chr8	-1
evm.TU.scaffold_149.51	89030450	89040535	chr5	-1
evm.TU.scaffold_1495.21	46680139	46740237	chr8	-1
evm.TU.scaffold_1495.22	46770490	46808290	chr8	-1
evm.TU.scaffold_1495.2	46103801	46179319	chr8	-1
evm.TU.scaffold_149.52	89050688	89050955	chr5	1
evm.TU.scaffold_1495.31	47010669	47013046	chr8	1
evm.TU.scaffold_1495.3	46203132	46250527	chr8	-1
evm.TU.scaffold_1495.35	47096644	47099927	chr8	1
evm.TU.scaffold_149.53	89051102	89052292	chr5	1
evm.TU.scaffold_1495.40	47122916	47124106	chr8	-1
evm.TU.scaffold_1495.41	47124112	47124548	chr8	-1
evm.TU.scaffold_1495.42	47152756	47155987	chr8	-1
evm.TU.scaffold_1495.43	47168585	47172039	chr8	1
evm.TU.scaffold_1495.44	47215178	47217106	chr8	1
evm.TU.scaffold_1495.45	47220208	47221770	chr8	-1
evm.TU.scaffold_1495.46	47235451	47236092	chr8	1
evm.TU.scaffold_1495.47	47236229	47236900	chr8	1
evm.TU.scaffold_1495.48	47237454	47243070	chr8	-1
evm.TU.scaffold_149.54	89054814	89058348	chr5	-1
evm.TU.scaffold_1495.49	47243124	47246610	chr8	-1
evm.TU.scaffold_1495.50	47284090	47286462	chr8	-1
evm.TU.scaffold_1495.51	47287314	47290164	chr8	1
evm.TU.scaffold_1495.52	47292648	47294780	chr8	-1
evm.TU.scaffold_1495.53	47300055	47316002	chr8	-1
evm.TU.scaffold_1495.55	47336784	47337563	chr8	1
evm.TU.scaffold_1495.56	47368817	47374606	chr8	1
evm.TU.scaffold_1495.57	47399880	47401224	chr8	-1
evm.TU.scaffold_1495.58	47428740	47429859	chr8	-1
evm.TU.scaffold_149.55	89069577	89084841	chr5	1
evm.TU.scaffold_1495.59	47523642	47524164	chr8	-1
evm.TU.scaffold_1495.6	46335283	46343775	chr8	-1
evm.TU.scaffold_149.56	89094917	89098142	chr5	1
evm.TU.scaffold_149.57	89101284	89101860	chr5	1
evm.TU.scaffold_149.5	87893496	87901741	chr5	-1
evm.TU.scaffold_149.58	89114557	89142812	chr5	1
evm.TU.scaffold_1495.9	46404121	46496528	chr8	-1
evm.TU.scaffold_149.59	89144283	89148164	chr5	1
evm.TU.scaffold_149.60	89163657	89170349	chr5	1
evm.TU.scaffold_1496.1	1052	1387	original_scaffold_1496	-1
evm.TU.scaffold_149.61	89196306	89198334	chr5	1
evm.TU.scaffold_149.62	89203138	89214876	chr5	-1
evm.TU.scaffold_149.63	89214989	89221050	chr5	-1
evm.TU.scaffold_149.64	89228757	89234732	chr5	1
evm.TU.scaffold_149.65	89244727	89255841	chr5	1
evm.TU.scaffold_149.66	89257847	89271615	chr5	-1
evm.TU.scaffold_149.6	87925137	87931455	chr5	-1
evm.TU.scaffold_149.68	89288258	89289294	chr5	1
evm.TU.scaffold_149.69	89296593	89297458	chr5	1
evm.TU.scaffold_149.71	89301345	89312622	chr5	-1
evm.TU.scaffold_149.72	89316078	89316389	chr5	-1
evm.TU.scaffold_149.73	89322476	89325766	chr5	1
evm.TU.scaffold_149.74	89333566	89333977	chr5	-1
evm.TU.scaffold_149.75	89337670	89346668	chr5	-1
evm.TU.scaffold_149.76	89348193	89365795	chr5	-1
evm.TU.scaffold_149.77	89368833	89380113	chr5	1
evm.TU.scaffold_149.7	87941591	87944560	chr5	-1
evm.TU.scaffold_149.78	89385043	89401398	chr5	-1
evm.TU.scaffold_149.81	89416107	89416821	chr5	-1
evm.TU.scaffold_149.82	89420285	89421750	chr5	1
evm.TU.scaffold_149.83	89430931	89433606	chr5	-1
evm.TU.scaffold_149.84	89484009	89494949	chr5	-1
evm.TU.scaffold_149.85	89506401	89507231	chr5	-1
evm.TU.scaffold_149.86	89510746	89518754	chr5	-1
evm.TU.scaffold_149.87	89525803	89530239	chr5	-1
evm.TU.scaffold_149.8	87946814	87976493	chr5	-1
evm.TU.scaffold_149.88	89558002	89569559	chr5	1
evm.TU.scaffold_149.89	89571472	89575812	chr5	-1
evm.TU.scaffold_149.90	89576771	89582093	chr5	-1
evm.TU.scaffold_1499.1	57077667	57079281	chr6	-1
evm.TU.scaffold_149.91	89612706	89615021	chr5	1
evm.TU.scaffold_149.92	89619278	89621911	chr5	1
evm.TU.scaffold_1499.3	56820385	56830691	chr6	-1
evm.TU.scaffold_149.93	89624676	89641441	chr5	-1
evm.TU.scaffold_149.94	89649662	89656252	chr5	1
evm.TU.scaffold_149.95	89659328	89662000	chr5	1
evm.TU.scaffold_149.96	89673502	89684235	chr5	-1
evm.TU.scaffold_149.9	87986243	87989575	chr5	1
evm.TU.scaffold_149.99	89702198	89702589	chr5	-1
evm.TU.scaffold_1500.1	21876	28647	original_scaffold_1500	-1
evm.TU.scaffold_1500.2	72654	73453	original_scaffold_1500	-1
evm.TU.scaffold_1501.1	79	4679	original_scaffold_1501	1
evm.TU.scaffold_150.12	62252557	62254239	chr3	-1
evm.TU.scaffold_1501.2	7166	39856	original_scaffold_1501	-1
evm.TU.scaffold_150.13	62269583	62273536	chr3	1
evm.TU.scaffold_150.1	62080008	62085021	chr3	1
evm.TU.scaffold_150.18	62405021	62460624	chr3	1
evm.TU.scaffold_150.19	62525672	62529886	chr3	1
evm.TU.scaffold_1502.4	120891307	120891663	chr3	-1
evm.TU.scaffold_150.24	62577928	62579023	chr3	1
evm.TU.scaffold_150.2	62091688	62101071	chr3	1
evm.TU.scaffold_150.27	62622575	62632270	chr3	1
evm.TU.scaffold_1503.1	74219	75356	original_scaffold_1503	-1
evm.TU.scaffold_150.32	62816844	62830002	chr3	1
evm.TU.scaffold_150.34	62868313	62902202	chr3	1
evm.TU.scaffold_150.35	62911523	62911846	chr3	1
evm.TU.scaffold_150.3	62106631	62112068	chr3	1
evm.TU.scaffold_150.36	62911852	62913180	chr3	-1
evm.TU.scaffold_150.37	62914530	62915757	chr3	-1
evm.TU.scaffold_150.38	62950736	62951822	chr3	1
evm.TU.scaffold_1504.1	11224	21976	original_scaffold_1504	1
evm.TU.scaffold_150.42	63004825	63009082	chr3	-1
evm.TU.scaffold_1504.2	80896	91638	original_scaffold_1504	-1
evm.TU.scaffold_150.43	63010917	63020321	chr3	-1
evm.TU.scaffold_150.44	63021852	63027355	chr3	-1
evm.TU.scaffold_150.45	63032407	63040692	chr3	-1
evm.TU.scaffold_150.4	62129942	62147748	chr3	1
evm.TU.scaffold_150.46	63046765	63060780	chr3	1
evm.TU.scaffold_150.47	63067996	63074436	chr3	1
evm.TU.scaffold_150.5	62149107	62152553	chr3	-1
evm.TU.scaffold_1506.3	30164200	30178953	chr12	1
evm.TU.scaffold_150.6	62160465	62160939	chr3	1
evm.TU.scaffold_1507.2	46231015	46232612	chr7	-1
evm.TU.scaffold_150.7	62179561	62184513	chr3	1
evm.TU.scaffold_150.8	62210618	62217646	chr3	-1
evm.TU.scaffold_1509.1	2355	2832	original_scaffold_1509	-1
evm.TU.scaffold_150.9	62247023	62247669	chr3	-1
evm.TU.scaffold_1510.1	9467	9640	original_scaffold_1510	-1
evm.TU.scaffold_151.100	23847527	23852401	chr2	-1
evm.TU.scaffold_151.103	23834422	23836020	chr2	1
evm.TU.scaffold_151.104	23829721	23830224	chr2	1
evm.TU.scaffold_151.105	23829455	23829697	chr2	1
evm.TU.scaffold_151.106	23828415	23829143	chr2	1
evm.TU.scaffold_151.107	23825089	23827325	chr2	1
evm.TU.scaffold_151.108	23825169	23825546	chr2	-1
evm.TU.scaffold_151.109	23812475	23815816	chr2	-1
evm.TU.scaffold_151.110	23792934	23794123	chr2	1
evm.TU.scaffold_151.111	23778321	23786251	chr2	1
evm.TU.scaffold_151.112	23772022	23772737	chr2	-1
evm.TU.scaffold_151.113	23752019	23755624	chr2	-1
evm.TU.scaffold_151.114	23725536	23727187	chr2	1
evm.TU.scaffold_151.115	23719344	23720096	chr2	1
evm.TU.scaffold_151.116	23704201	23707301	chr2	1
evm.TU.scaffold_151.117	23693343	23700608	chr2	1
evm.TU.scaffold_151.118	23646482	23691222	chr2	1
evm.TU.scaffold_151.119	23619483	23625402	chr2	-1
evm.TU.scaffold_151.120	23597678	23618091	chr2	1
evm.TU.scaffold_151.121	23596768	23597067	chr2	-1
evm.TU.scaffold_151.12	25374659	25375110	chr2	-1
evm.TU.scaffold_151.123	23585926	23590150	chr2	-1
evm.TU.scaffold_151.13	25299613	25358157	chr2	-1
evm.TU.scaffold_151.14	25281155	25287642	chr2	1
evm.TU.scaffold_1511.4	48605081	48675226	chr10	1
evm.TU.scaffold_15.11	51857564	51874429	chr12	-1
evm.TU.scaffold_151.15	25260738	25271382	chr2	1
evm.TU.scaffold_151.16	25252933	25256980	chr2	1
evm.TU.scaffold_151.17	25242039	25242272	chr2	1
evm.TU.scaffold_151.18	25223704	25236615	chr2	-1
evm.TU.scaffold_151.19	25215702	25221177	chr2	1
evm.TU.scaffold_151.20	25180428	25211701	chr2	-1
evm.TU.scaffold_1512.1	16397	23251	original_scaffold_1512	-1
evm.TU.scaffold_151.21	25176826	25178088	chr2	1
evm.TU.scaffold_151.22	25154212	25155406	chr2	-1
evm.TU.scaffold_151.2	25644566	25644753	chr2	-1
evm.TU.scaffold_151.23	25046425	25089462	chr2	-1
evm.TU.scaffold_1512.4	54959	71925	original_scaffold_1512	-1
evm.TU.scaffold_15.12	51841081	51843526	chr12	-1
evm.TU.scaffold_151.27	24939001	24964361	chr2	1
evm.TU.scaffold_151.28	24883827	24884345	chr2	1
evm.TU.scaffold_151.29	24874153	24876331	chr2	-1
evm.TU.scaffold_151.30	24852988	24861142	chr2	-1
evm.TU.scaffold_151.32	24833431	24835113	chr2	1
evm.TU.scaffold_151.3	25643816	25644541	chr2	-1
evm.TU.scaffold_151.33	24832650	24833377	chr2	1
evm.TU.scaffold_15.13	51840555	51840896	chr12	-1
evm.TU.scaffold_151.36	24714345	24715431	chr2	-1
evm.TU.scaffold_151.37	24693747	24711991	chr2	-1
evm.TU.scaffold_151.39	24683898	24684083	chr2	-1
evm.TU.scaffold_151.4	25607216	25626215	chr2	-1
evm.TU.scaffold_151.43	24657587	24659259	chr2	1
